title,url,date_posted,snippet,full_text,image_urls,url_source
Philippines Denounces China’s Bullying in WPS,https://wpstransparency.ph/philippines-denounces-chinas-bullying-in-wps/,"December 14, 2024",Such statements coming from the Ministry of Defense are clear evidence of bullying. The People’s Republic of China aims to suppress the patriotic spirit of Filipino fishermen from accessing our ...,"Such statements coming from the Ministry of Defense are clear evidence of bullying. The People’s Republic of China aims to suppress the patriotic spirit of Filipino fishermen from accessing our Exclusive Economic Zone and to intimidate the Philippine government into withdrawing its humanitarian support for its own fishermen. Beijing is escalating its rhetoric by instructing its defense ministry to issue warnings about using stronger countermeasures if our Filipino fishermen and Philippine Coast Guard vessels venture into the West Philippine Sea.

While the messenger may have changed, their lies and misinformation remain consistent. Firstly, they repeatedly assert that the United States supports our presence without providing any evidence of U.S. involvement. Secondly, they accuse us of provoking tensions, when it is, in fact, the monster size China Coast Guard vessels that are the true aggressors against the much smaller PCG vessels engaged in humanitarian missions to protect Filipino fishermen. Lastly, your claims over the waters of Bajo De Masinloc, Escoda Shoal, Rozul Reef, and Sandy Cays are built on falsehoods that you want the world to accept as truth.",['https://wpstransparency.ph/wp-content/uploads/2025/02/dec-14.png'],https://x.com/jaytaryela/status/1867804286685786542
China’s Coast Guard Caught in AIS Spoofing Scheme in the WPS,https://wpstransparency.ph/chinas-coast-guard-caught-in-ais-spoofing-scheme-in-the-wps/,"December 13, 2024","It is clear that the Chinese Coast Guard is engaging in AIS spoofing to mislead the international community, confuse authorities, and instigate public concern. It is particularly ironic that maritime ...","It is clear that the Chinese Coast Guard is engaging in AIS spoofing to mislead the international community, confuse authorities, and instigate public concern. It is particularly ironic that maritime safety, a fundamental responsibility of any coast guard organization, is compromised by China’s disregard for the International Convention for the Safety of Life at Sea (SOLAS), especially the mandatory AIS requirements outlined in Chapter V for certain vessels.

Analyzing the 60-day track of CCG-21543, it becomes evident that this vessel could not realistically navigate those routes. It is highly probable that they are exploiting the AIS signals of other vessels for their spoofing activities. In the Philippines, it seems likely that they are utilizing dredgers to facilitate this AIS manipulation.",['https://pbs.twimg.com/media/Geq1O4ubsAIhIgK?format=jpg&name=large'],https://x.com/jaytaryela/status/1867504269651517678
Philippines Rejects China’s Unlawful Actions in WPS,https://wpstransparency.ph/philippines-rejects-chinas-unlawful-actions-in-wps/,"December 10, 2024","Such a statement is fundamentally incorrect for three reasons: First, we do not infringe upon our own Exclusive Economic Zone; it is China that violates our maritime jurisdiction. China’s fictitious ...","Such a statement is fundamentally incorrect for three reasons:

First, we do not infringe upon our own Exclusive Economic Zone; it is China that violates our maritime jurisdiction. China’s fictitious nine-dash line has been invalidated by the 2016 arbitral ruling, and importantly, no one recognizes these illegitimate claims.

Second, our public vessels are significantly smaller than the Chinese Maritime Militia. How can their presence possibly provoke your massive China Coast Guard ships, which do not hesitate to ram, use military-grade lasers, or deploy jet-stream water cannons? Let us also not forget your People’s Liberation Army-Navy’s warships that support your harassment of ordinary Filipino fishermen.

Third, your actions in the West Philippine Sea are not in accordance with the law; they are outright illegal, unlawful, and constitute violations of international law.","['https://wpstransparency.ph/wp-content/uploads/2025/02/dec-10.png', 'https://wpstransparency.ph/wp-content/uploads/2025/02/dec-10-01.png']",https://x.com/jaytaryela/status/1866502722872295930
"PCG, BFAR Vessels Harassed by China Coast Guard in Bajo de Masinloc",https://wpstransparency.ph/pcg-bfar-vessels-harassed-by-china-coast-guard-in-bajo-de-masinloc/,"December 4, 2024",Dealing with an authoritarian regime that disregards human rights and freedom is very challenging. The China Coast Guard views the fishing activities of a group of Filipino fishermen as an ...,"Dealing with an authoritarian regime that disregards human rights and freedom is very challenging. The China Coast Guard views the fishing activities of a group of Filipino fishermen as an “illegal gathering” and interprets it as a provocation on the part of the Philippines. The issue with China is that they see their citizens as part of their state machinery, which they can exploit, and they mistakenly believe this reflects how we support our fishermen in exercising their rights to fish freely in our own Exclusive Economic Zone. Furthermore, the China Coast Guard should not take responsibility for the harassment caused by the PLA Navy helicopter towards Filipino civilian fishermen. It is, in fact, a Chinese military helicopter hovering over the indigenous wooden hull fishing boats in Rozul Reef. I would also like to remind you that the Filipino fishermen have every legal right to fish in our EEZ, as it is only 138 nautical miles from the coastline of Palawan.","['https://pbs.twimg.com/media/Gd1ch7ebcAAJAlU?format=jpg&name=large', 'https://pbs.twimg.com/media/Gd1ch7gbcAA4fQq?format=jpg&name=large']",https://x.com/jaytaryela/status/1863747566434914483
Filipino Fishermen’s Right to Fish in EEZ Defended Amid Chinese Harassment,https://wpstransparency.ph/filipino-fishermens-right-to-fish-in-eez-defended-amid-chinese-harassment/,"December 3, 2024",Dealing with an authoritarian regime that disregards human rights and freedom is very challenging. The China Coast Guard views the fishing activities of a group of Filipino fishermen as an ...,"Dealing with an authoritarian regime that disregards human rights and freedom is very challenging. The China Coast Guard views the fishing activities of a group of Filipino fishermen as an “illegal gathering” and interprets it as a provocation on the part of the Philippines. The issue with China is that they see their citizens as part of their state machinery, which they can exploit, and they mistakenly believe this reflects how we support our fishermen in exercising their rights to fish freely in our own Exclusive Economic Zone. Furthermore, the China Coast Guard should not take responsibility for the harassment caused by the PLA Navy helicopter towards Filipino civilian fishermen. It is, in fact, a Chinese military helicopter hovering over the indigenous wooden hull fishing boats in Rozul Reef. I would also like to remind you that the Filipino fishermen have every legal right to fish in our EEZ, as it is only 138 nautical miles from the coastline of Palawan.","['https://pbs.twimg.com/media/Gd1ch7ebcAAJAlU?format=jpg&name=large', 'https://pbs.twimg.com/media/Gd1ch7gbcAA4fQq?format=jpg&name=large']",https://x.com/jaytaryela/status/1863747566434914483
PCG Deploys Vessels to Protect Filipino Fishermen in Rozul Reef,https://wpstransparency.ph/pcg-deploys-vessels-to-protect-filipino-fishermen-in-rozul-reef/,"December 2, 2024","On November 28, the Philippine Coast Guard received video footage and photographs from a fishing boat that returned to Quezon, Palawan, which captured the harassment of Filipino fishing vessels by ...","On November 28, the Philippine Coast Guard received video footage and photographs from a fishing boat that returned to Quezon, Palawan, which captured the harassment of Filipino fishing vessels by a PLA Navy helicopter in Rozul Reef.

In response to this situation, the PCG Commandant, Admiral Ronnie Gil Gavan has ordered the deployment of vessels 9702 and 4411 to ensure the safety and security of Filipino fishermen exercising their right to fish freely in Rozul Reef. This deployment also aims to provide evidence of the active presence of Filipino fishermen in the West Philippine Sea. Despite the potential harassment from the Chinese Coast Guard, their confidence in fishing in the WPS has significantly increased due to the firm stance and commitment of the President not to surrender a square inch of our territory to any foreign power.

The Philippine Coast Guard remains committed to safeguarding the rights of our fishermen and stands in support of President’s commitment to uphold our sovereignty, sovereignty rights, and maritime jurisdiction in the West Philippine Sea.","['https://pbs.twimg.com/media/GdwoN6taMAAvhtO?format=jpg&name=large', 'https://pbs.twimg.com/media/GdwoN6ybQAA_66I?format=jpg&name=large']",https://x.com/jaytaryela/status/1863408617468367022
PCG Finds 13 Undocumented Chinese Nationals on Dredger Vessel,https://wpstransparency.ph/pcg-finds-13-undocumented-chinese-nationals-on-dredger-vessel/,"November 26, 2024","On November 26, 2024, the Philippine Coast Guard (PCG) successfully conducted an operation that led to the discovery of thirteen undocumented Chinese nationals aboard the dredger vessel Harvest 89 that ...","On November 26, 2024, the Philippine Coast Guard (PCG) successfully conducted an operation that led to the discovery of thirteen undocumented Chinese nationals aboard the dredger vessel Harvest 89 that is anchored in Mariveles, Bataan.

Around noon yesterday, the agent of Harvest 89 notified the PCG of the vessel’s upcoming departure to its next port of call in San Felipe, Zambales, for dredging operations. However, when the PCG attempted to board the vessel for a Pre-Departure Inspection and to secure the Master’s Declaration of Safe Departure (MDSD), the agent denied entry, claiming that all necessary documentation was in order. This prompted personnel from the Coast Guard Substation in Limay, Bataan, to perform a more detailed inspection.

Upon boarding, the PCG composite team discovered nine undocumented Chinese crew members, all without proper documentation. Further investigations revealed that the crew manifest included only eight Filipino crew members. During a follow-up inspection, an additional four undocumented Chinese nationals were found hiding, bringing the total to thirteen.

The names of the undocumented Chinese nationals are:1. LUO XIAN MING, 30 June 1968, Age 562. JIANG HAI GNG, 08 July 1976, Age 483. CHEN YU, 06 May 1984, Age 404. ZHU ZHENGLI, 11 June 1965, Age 595. ZHOU ZHI, 13 December 1976, Age 486. ZHOU CHAN GGUI, 27 December 1973, Age 517. LI CHUN LIANG, 14 July 1979, Age 458. GONG QING SHAN, 24 January 1976, Age 489. WANG YU MAN, 08 April 1973, Age 5110. WEI XUE YU, 07 July 1975, Age 4911. ZHOU JIB IN, 08 December 1975, Age 4912. CHENG QING YU, 12 May 1976, Age 4813. HUA MING QING, 13 April 1974, Age 50

Additionally, a uniform resembling that of the People’s Liberation Army (PLA) was found on board, raising significant concerns regarding the intentions of these undocumented individuals.

The PCG is currently coordinating with relevant government agencies to investigate the circumstances surrounding the presence of these Chinese nationals. Efforts are underway to pursue legal action and ensure the custody of these undocumented individuals.

This operation underscores the Philippine Coast Guard’s steadfast commitment to safeguarding our maritime borders and ensuring the safety and security of our waters. We will continue our vigilant inspections and take necessary actions to address any violations of maritime laws.",['https://pbs.twimg.com/media/GdW6XuzaoAMcNoz?format=jpg&name=large'],https://x.com/jaytaryela/status/1861599029756600621
NSC: Threats to President’s Life Are National Security Concerns,https://wpstransparency.ph/nsc-threats-to-presidents-life-are-national-security-concerns/,"November 26, 2024",Any threat to the life of the President is always considered a national security concern because it puts the country’s stability and governance at risk. The President’s safety is crucial ...,"Any threat to the life of the President is always considered a national security concern because it puts the country’s stability and governance at risk. The President’s safety is crucial for maintaining continuity of government, ensuring national security, and upholding the rule of law, regardless of political views or affiliations. Threats to the President’s life can have far-reaching consequences, such as instability and undermining the country’s democratic institutions and the rule of law and the Constitution, the very bedrock of Philippine society.

As a democratically-elected head of state, the President symbolizes the democratic institutions, values, and aspirations of our country. For this reason, any threat to his life must be viewed with utmost concern as a potential threat to our nation’s security.

We wish to emphasize that the safety of the President is a non-partisan or non-political concern. Instead of casting aspersions on the NSC, let us just wait for the results of the validation and investigation of law enforcement and security agencies.",['https://pbs.twimg.com/media/GdRRG-oaMAAU5Z-?format=jpg&name=large'],https://x.com/jaytaryela/status/1861201742144381088
"Statement of the National Security Adviser Secretary Eduardo M. Año 04 October 2024 | Manila, Philippines",https://wpstransparency.ph/statement-of-the-national-security-adviser-secretary-eduardo-m-ano-04-october-2024-manila-philippines/,"October 4, 2024","Statement of the National Security Adviser Secretary Eduardo M. Año 04 October 2024 | Manila, Philippines   We strongly condemn the violent and illegal actions of Chinese maritime authorities against ...","We stand with Vietnam in denouncing this egregious act and call for accountability. China must uphold international maritime laws and cease all hostile activities that endanger the lives and livelihoods of civilian mariners. The Philippines reaffirms its commitment to peace, security, and respect for international law.",['https://pbs.twimg.com/media/GZCykNCbUAAx2F_?format=jpg&name=small'],https://x.com/jaytaryela/status/1842168593875927514
PCG Honoros Officers and Men of 9701,https://wpstransparency.ph/pcg-honoros-officers-and-men-of-9701/,"September 15, 2024",The Philippine Coast Guard (PCG) proudly commends the Officers and men aboard BRP Teresa Magbanua (MRRV 9701) who have been deployed at Escoda Shoal for over five months. Their steadfast ...,"The Philippine Coast Guard (PCG) proudly commends the Officers and men aboard BRP Teresa Magbanua (MRRV 9701) who have been deployed at Escoda Shoal for over five months. Their steadfast presence has played a crucial role in countering illegal activities that threaten our marine environment and thwarting attempts by other state actors to engage in surreptitious reclamation in the area.

While committed to her mission at Escoda Shoal, BRP Teresa Magbanua was compelled to return to port due to unfavorable weather conditions, depleted supplies of daily necessities, and the need to evacuate personnel requiring medical care. This has been further complicated by the structural damage to the vessel resulting from the deliberate ramming by the China Coast Guard on August 31, 2024.

The PCG acknowledges the unwavering patriotism, unshakeable bravery, dedication, and unparalleled professionalism of our personnel on board BRP Teresa Magbanua, as they carried out and performed their mission in Escoda Shoal even in dangerous and adverse operational conditions.

The PCG is firmly committed and determined in protecting the Philippines’ sovereignty, sovereign rights, and jurisdiction in the West Philippine Sea, including in Escoda Shoal that lies well within the Philippines’ Exclusive Economic Zone (EEZ), in accordance with the United Nations Convention on the Law of the Sea and the 2016 Arbitral Award.",['https://pbs.twimg.com/media/GXfplwHbwAAXK50?format=jpg&name=large'],https://x.com/jaytaryela/status/1835192216618152200
CCG Illegally Blocks Pcg Humanitarian Mission,https://wpstransparency.ph/ccg-illegally-blocks-pcg-humanitarian-mission/,"August 26, 2024","Statement of the Philippine Coast Guard “CCG ILLEGALLY BLOCKS PCG HUMANITARIAN MISSION” Today, the Philippine Coast Guard (PCG) undertook a humanitarian mission involving the BRP Cabra and BRP Cape Engaño, ...","Statement of the Philippine Coast Guard

“CCG ILLEGALLY BLOCKS PCG HUMANITARIAN MISSION”

Today, the Philippine Coast Guard (PCG) undertook a humanitarian mission involving the BRP Cabra and BRP Cape Engaño, aimed at delivering vital food and supplies to our personnel stationed aboard the BRP Teresa Magbanua, on extended patrol in Escoda Shoal.

Unfortunately, during this mission, the People’s Republic of China (PRC) deployed an excessive force comprised of a total of forty (40) vessels including six (6) Chinese Coast Guard (CCG) vessels, three (3) People’s Liberation Army Navy (PLAN) warships, in an attempt to obstruct our lawful humanitarian operation. There were also thirty-one (31) Chinese Maritime Militia (CMM) Vessels in the vicinity waters of Escoda Shoal.

Such actions resulted in our two 44-meter Multi-Role Response Vessels (MRRV) being unable to safely deliver essential supplies, including a special ice cream treat from the Commandant in honor of National Heroes’ Day.

The PCG remains steadfast in our commitment to uphold national interests and ensure the safety and security of our waters. We urge the China Coast Guard to abide with the international law and stop deploying maritime forces that could undermine mutual respect, a universally recognized foundation for responsible and friendly relations among Coast Guards.

The PCG recognizes that white hulls are unique instruments of diplomacy that promotes peace and maintain harmony and stability in the region.",[],https://x.com/jaytaryela/status/1828077854539874574
NTF-WPS Condemns Aggressive Interference by Chinese Vessels Targeting BFAR Humanitarian Mission,https://wpstransparency.ph/ntf-wps-condemns-aggressive-interference-by-chinese-vessels-targeting-bfar-humanitarian-mission/,"August 25, 2024","Today, Bureau of Fisheries and Aquatic Resources (BFAR) vessel, BRP Datu Sanday (MMOV 3002), encountered aggressive and dangerous maneuvers from eight Chinese maritime forces while operating from Hasa-Hasa Shoal to ...",,['https://pbs.twimg.com/media/GV0LZxBaQAAYAs8?format=jpg&name=large'],
NTF-WPS Condemns PRC’s Deployment of Flares Targeting BFAR Aircraft Near Pag-asa Island,https://wpstransparency.ph/ntf-wps-condemns-prcs-deployment-of-flares-targeting-bfar-aircraft-near-pag-asa-island/,"August 24, 2024","On August 22, during a Maritime Domain Awareness Flight conducted by the Bureau of Fisheries and Aquatic Resources (BFAR), the People’s Republic of China (PRC) launched flares from their militarized ...","On August 22, during a Maritime Domain Awareness Flight conducted by the Bureau of Fisheries and Aquatic Resources (BFAR), the People’s Republic of China (PRC) launched flares from their militarized reclaimed island in Zamora Reef, within the territorial sea of Pag-asa Island. The BFAR aircraft, Cessna 208B Grand Caravan, in coordination with the Philippine Coast Guard (PCG), was tasked with monitoring and intercepting poachers encroaching upon the Philippines’ Exclusive Economic Zone (EEZ) and the territorial seas of the maritime features constituting the Kalayaan Island Group. While the BFAR was conducting the routine patrol, the PRC unjustifiably deployed flares from Zamora Reef.

This same BFAR aircraft also faced harassment from the People’s Liberation Army Air Force (PLAAF) on August 19 during an MDA flight near Bajo de Masinloc. The PLAAF Chinese Fighter Jet 63270 engaged in irresponsible and dangerous maneuvers, deploying flares multiple times at a dangerously close distance of approximately 15 meters from the BFAR Grand Caravan aircraft. The Chinese fighter jet was not provoked, yet its actions demonstrated hazardous intent that jeopardized the safety of the personnel onboard the BFAR aircraft.

We firmly reiterate our call on the government of the People’s Republic of China to immediately cease all provocative and dangerous actions that threaten the safety of Philippine vessels and aircraft engaged in legitimate and regular activities within Philippine territory and Exclusive Economic Zone (EEZ) and the right of all vessels and aircraft exercising freedom of navigation and overflight in the South China Sea. Such actions undermine regional peace and security, and further erode the image of the PRC with the international community.

The Philippines remains steadfast in exercising its right to strengthen maritime domain awareness within our sovereign territory, national airspace, and EEZ, as well as in the high seas, in accordance with United Nations Convention on the Law of the Sea (UNCLOS) and the 2016 Arbitral Award.",['https://pbs.twimg.com/media/GVtYnLcawAAu4L9?format=jpg&name=medium'],https://x.com/jaytaryela/status/1827151634918732122
NTF-WPS Welcomes Senate Approval of Archipelagic Sea Lanes Bill on Final Reading,https://wpstransparency.ph/ntf-wps-welcomes-senate-approval-of-archipelagic-sea-lanes-bill-on-final-reading/,"August 16, 2024",STATEMENT OF THE NTF-WPS ON SENATE APPROVAL OF THE ARCHIPELAGIC SEA LANES (ASL) BILL ON THIRD AND FINAL READING   We express our deep gratitude to the Senate for their ...,"We commend our legislators for their steadfast commitment to safeguard the interests of the Filipino people, particularly their legacy as a maritime and archipelagic people and nation, and promote our common advocacy for a rules-based international order. The NTF-WPS remains dedicated to its mission of protecting our national interest, especially in the maritime domain, and will continue to support al initiatives that contribute to the security and prosperity of the Philippines.",['https://scontent.fmnl17-3.fna.fbcdn.net/v/t39.30808-6/455242859_122165678150183067_6379256604668743612_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=833d8c&_nc_eui2=AeHwt2P3UhK_j9_Y_BAd4uqV6YncY1TNYyLpidxjVM1jIvaSgjn1Wv6AL6ZpU65YtjUeszCAzvd3cbmGMaXw40Xy&_nc_ohc=Tezrv66TDzQQ7kNvgGOD1Mk&_nc_zt=23&_nc_ht=scontent.fmnl17-3.fna&_nc_gid=AfikX9FcfMXnFgaB11K2CNa&oh=00_AYCYTZUkULGKr9hJNv9dOGJhvwbBW3pcOtqNaBJ2DFPjzw&oe=674C3A83'],https://x.com/jaytaryela/status/1824360290097705296
Chinese Coast Guard and Maritime Militia Collaboration Exposed at Escoda Shoal,https://wpstransparency.ph/chinese-coast-guard-and-maritime-militia-collaboration-exposed-at-escoda-shoal/,"August 15, 2024","The Chinese Coast Guard vessel 5303 is registered by the People’s Republic of China on the Western and Central Pacific Fisheries Commission (WCPFC) Register of Authorized Inspection Vessels. However, since ...","to board fishing vessels, as their true objective is not to combat illegal, unreported, or unregulated fishing (IUUF). The PRC’s aim appears to be the innovative legitimization of its unlawful presence and activities in the West Philippine Sea, disguised under the pretense of maritime law enforcement.",['https://pbs.twimg.com/media/GVAN161bcAA-Cm3?format=jpg&name=large'],https://x.com/jaytaryela/status/1823973141187846206
Statement of the National Task Force for the West Philippine Sea,https://wpstransparency.ph/statement-of-the-national-task-force-for-the-west-philippine-sea/,"August 12, 2024","NSC PRESS RELEASE12 August 2024 Statement of the National Task Force for the West Philippine Sea The National Task Force for the West Philippine Sea (NT WPS) strongly condemns the irresponsible, unprofessional, ...",,['https://wpstransparency.ph/wp-content/uploads/2024/08/wps-745x1024.png'],
PCG Supports BFAR for “Bayanihan sa Karagatan” in Escoda Shoal,https://wpstransparency.ph/pcg-supports-bfar-for-bayanihan-sa-karagatan-in-escoda-shoal/,"August 4, 2024","In support of the Bureau of Fisheries and Aquatic Resources’ (BFAR) initiative to distribute fuel assistance to Filipino fishing boats in Escoda Shoal, PCG Commandant Admiral Ronnie Gil Gavan has ...","In support of the Bureau of Fisheries and Aquatic Resources’ (BFAR) initiative to distribute fuel assistance to Filipino fishing boats in Escoda Shoal, PCG Commandant Admiral Ronnie Gil Gavan has directed PCG District Palawan to deploy the Rigid Hull Inflatable Boats (RHIBs) from BRP Teresa Magbanua (MRRV-9701) to provide security, safety, and facilitation assistance during the conduct of this activity.

The Commandant’s directive aims to ensure that Filipino fishermen can access fuel support at offshore fishing grounds without interference from any party, including the Chinese Coast Guard.

Currently, the deployed PCG RHIBs are effectively blocking attempts by the Chinese Coast Guard to approach the BFAR vessels, thereby safeguarding the fuel distribution process. Admiral Gavan emphasized the importance of this interagency operation as part of a broader initiative he termed “Bayanihan sa Karagatan,” underscoring the necessity of a “One Nation Engagement at Sea” (ONE at Sea) approach to protect our interests in the West Philippine Sea.","['https://pbs.twimg.com/media/GUHxWE9aIAAeTLz?format=jpg&name=large', 'https://pbs.twimg.com/media/GUHxWE8bcAAzE3g?format=jpg&name=large']",https://x.com/jaytaryela/status/1820001335053529517
DFA Spokesperson Addresses MFA’s Statement on 27 July 2024 Ayungin Shoal RORE Mission,https://wpstransparency.ph/dfa-spokesperson-addresses-mfas-statement-on-27-july-2024-ayungin-shoal-rore-mission/,"July 28, 2024","DFA SPOKESPERSON’S RESPONSE TO THE MFA SPOKESPERSON’S STATEMENT REGARDINGTHE 27 JULY 2024 RORE MISSION IN AYUNGIN SHOAL (Manila, 28 July 2024) – It is unfortunate that the MFA Spokesperson has ...","DFA SPOKESPERSON’S RESPONSE TO THE MFA SPOKESPERSON’S STATEMENT REGARDINGTHE 27 JULY 2024 RORE MISSION IN AYUNGIN SHOAL

(Manila, 28 July 2024) – It is unfortunate that the MFA Spokesperson has mischaracterized the Philippines’ RORE mission yesterday morning.

Instead of acknowledging how two countries were able to manage differences in order to avoid miscalculation and misunderstanding, the Spokesperson chose to misrepresent what has been agreed between the Philippines and China regarding RORE missions in Ayungin Shoal.

Let us make it absolutely clear: the understanding between the Philippines and China was concluded in good faith, with the explicit agreement that it will not prejudice national positions. It is not helpful to keep giving false notions about what has been agreed on and how they were implemented.

The Philippines’ core positions on West Philippine Sea issues remain clear and consistent, including as regards our legally-settled maritime entitlements and our lawful right to conduct routine activities within our own exclusive economic zone (EEZ). The BRP Sierra Madre is a commissioned naval vessel and its presence in Ayungin Shoal is well within the Philippines’ sovereign rights and jurisdiction.

The Philippines will remain committed to the peaceful settlement of disputes, including through dialogue and consultation, and will honor the understanding on RORE missions. We expect China will also adhere to the understanding as negotiated.",['https://www.philembassy.org.nz/user/images/rt_reiko/2024/dfa-statement-20240728.jpg?66af69fb'],https://x.com/jaytaryela/status/1817477058630746465
Statement of the National Task Force West Philippine Sea on the Successful Completion of Rotation and Resupply (RORE) Mission in Ayungin Shoal,https://wpstransparency.ph/statement-of-the-national-task-force-west-philippine-sea-on-the-successful-completion-of-rotation-and-resupply-rore-mission-in-ayungin-shoal/,"July 28, 2024","Yesterday, the Armed Forces of the Philippines (AFP) with the support of the Philippine Coast Guard (PCG) successfully carried out a Rotation and Resupply (RORE) mission to the BRP Sierra ...","Yesterday, the Armed Forces of the Philippines (AFP) with the support of the Philippine Coast Guard (PCG) successfully carried out a Rotation and Resupply (RORE) mission to the BRP Sierra Madre (LS 57) in Ayungin Shoal inside the Exclusive Economic Zone (EEZ) of the Philippines. The AFP used the civilian vessel ML Lapu-Lapu which was escorted by the PCG vessel BRP Cape Engaño (MRRV-4411). During the operation, various Chinese maritime forces were observed in the vicinity, including four (4) Chinese Coast Guard vessels, three (3) People’s Liberation Army-Navy vessels, and two (2) Chinese Maritime Militia vessels. During the entire duration of the mission, the Chinese vessels maintained their distance and did not undertake any action to disrupt the RORE. The successful execution of the RORE mission allowed the AFP to deliver essential supplies and provisions to the stationed personnel on the BRP Sierra Madre, while also rotating them with newly deployed troops. We recognize and commend the professionalism exhibited by the men and women of the Philippine Navy and the Philippine Coast Guard throughout the execution of mission. Their dedication, competence, and unwavering commitment to their duties have contributed to the successful outcome of the operation. The Philippines agreed to the “provisional understanding” with the PRC over the resupply missions to Ayungin Shoal for the simple reason of deescalating tensions and preventing misunderstanding and miscalculations at sea. The understanding explicitly does not prejudice the national position of the Philippines. The guidance of President Ferdinand Marcos, Jr. is clear: The Philippines is committed to the cause of peace but we will not be deterred nor will we yield. We are, nonetheless, committed to address and manage difficult issues through dialogue and diplomacy. We fully expect China to adhere to the provisions of the “provisional understanding.” Both sides should deal with differences in a constructive manner and never through coercion and intimidation. To clarify, the Philippines did not and will never seek permission from the PRC to conduct resupply missions to Ayungin Shoal. There was also no boarding and inspection by the Chinese Coast Guard as claimed by the Chinese Foreign Ministry in its statement yesterday. Notwithstanding the “provisional understanding” with the PRC, the position of the Philippines is steadfast, unwavering, and has not changed. Ayungin Shoal is a low tide elevation not subject to sovereignty claims by the PRC as ruled by the Arbitral Tribunal in its 2016 Award. It falls within the Exclusive Economic Zone and continental shelf of the Philippines, therefore our continued presence and activities at the said shoal is lawful and legitimate as it is in accordance with international law, particularly UNCLOS. The National Task Force-West Philippine Sea remains steadfast in its commitment to safeguarding our sovereignty, sovereign rights and jurisdiction in the West Philippine Sea. We will continue to exercise and assert our maritime rights now and in the future.",['https://wpstransparency.ph/wp-content/uploads/2024/07/test-555x1024.png'],https://x.com/jaytaryela/status/1817412626185638032
Philippine Coast Guard Tracks Movements of Chinese Coast Guard Vessels Using Advanced Detection Technology,https://wpstransparency.ph/philippine-coast-guard-tracks-movements-of-chinese-coast-guard-vessels-using-advanced-detection-technology/,"July 25, 2024","Earlier today, the Philippine Coast Guard, using Canada’s Dark Vessel Detection technology, detected the Shucha II-class China Coast Guard Vessel 3301 traveling at a speed of nine knots approximately 62.08 ...","Earlier today, the Philippine Coast Guard, using Canada’s Dark Vessel Detection technology, detected the Shucha II-class China Coast Guard Vessel 3301 traveling at a speed of nine knots approximately 62.08 nautical miles west of Capones Island, Zambales.

CCGV 3301 departed from Bajo de Masinloc on July 21, 2024, and headed towards El Nido, Palawan, where it joined the Zhaotim-class CCGV 3105. On July 23, 2024, it moved to the northeast of Recto Bank and stayed there for more than a day before proceeding towards its current location.

Meanwhile, CCGV 3105, which has been experiencing irregular AIS transmission since July 22, 2024, showed no significant movements and remained 64.5 NM away from Tapiutan, El Nido, Palawan.",['https://wpstransparency.ph/wp-content/uploads/2024/07/35-1-1024x535.png'],https://x.com/jaytaryela/status/1816339569509556518
PCG and USCG Conclude Joint Passing Exercise (PASSEX) Near Lubang Island,https://wpstransparency.ph/pcg-and-uscg-conclude-joint-passing-exercise-passex-near-lubang-island/,"July 17, 2024",The Philippine Coast Guard (PCG) and the United States Coast Guard (USCG) successfully completed a Joint Passing Exercise (PASSEX) yesterday in the waters of Lubang Island. The exercise involved the ...,,[],
AFP and PCG Successfully Conduct Medical Evacuation Amidst CCG Interference,https://wpstransparency.ph/afp-and-pcg-successfully-conduct-medical-evacuation-amidst-ccg-interference/,"July 9, 2024","Using Canada’s Dark Vessel Detection technology, the Philippine Coast Guard was able to successfully track the movements of the Chinese Coast Guard’s 165-meter monster ship, CCG-5901. On July 1st, the ...","Using Canada’s Dark Vessel Detection technology, the Philippine Coast Guard was able to successfully track the movements of the Chinese Coast Guard’s 165-meter monster ship, CCG-5901.

On July 1st, the ship departed from Hainan and entered the Philippines’ Exclusive Economic Zone (EEZ) on the following day. On July 3rd, it traveled directly to Ayungin Shoal and later proceeded to Panganiban Reef. After a few hours, the ship was detected once again, this time heading towards Escoda Shoal. She was radio challenged by the PCG vessel, BRP Teresa Magbanua. The PCG asked the intention of the Chinese ship and emphasized that it was operating within the Philippines’ EEZ.

For over two consecutive days, the Chinese Coast Guard ship has been anchored at Escoda Shoal, maintaining a close proximity to BRP Teresa Magbanua. The distance between the two vessels is less than 800 yards, with the Chinese ship positioned on the starboard beam of the PCG vessel.","['https://pbs.twimg.com/media/GRtuZqebEAA4Sf3?format=jpg&name=large', 'https://pbs.twimg.com/media/GRtuZqdaQAAbfZ1?format=jpg&name=large']",https://x.com/jaytaryela/status/1809161219259162791
